content,label
Profesjonalny sprzęt i świetna obsługa,1
"Byłem mile zaskoczony tak szybką reakcją . Wysyłka faktycznie była tak jak napisali, rano następnego dnia miałem przesyłkę już w domu. POLECAM",1
"Fajne jest to, że pokazuje czy wybrany produkt jest zgodny z szukanym modelem. Gdy zamówiłem, to miałem pewność, że kupiona cześć będzie pasować.",1
Polecam sklep miło tanio sympatycznie profesjonalnie,1
"Sklep Ok.część zgodnie z zamówieniem, szybko wysłana.
Gorąco polecam",1
"BARDZO DOBRZE , ZE JEST TAKI SKLEP.",1
"super, szybko, tanio, towar bezpiecznie zapakowany polecam gorąco",1
"Wszystko w porządku. Kontakt bezproblemowy, przesyłka błyskawiczna",1
Jestem bardzo zadowolony to mój drugi zakup w tym sklepie raz odbierałem osobiście teraz otrzymałem  zakupiony przedmiot przez kuriera wszystko jak najbardziej ok polecam,1
Super szybka przesylka. Towar zgodny z opisem.polecam,1
szybka i profesjonalna obsługa. Towar wysłany bardzo dobrze zapakowany.,1
"Szybka wysyłka, paczka dobrze zabezpieczona.",1
Transakcja przebiegła bardzo pomyślnie. Polecam.,1
Realizacja błyskawiczna - w drugim dniu od zamówienia. Polecam - transakcja kupna przebiegła bez zarzutu.,1
"Dostepnosc produktu, ktorego nie moglam znalezc nigdzie indziej. Szybka, sprawna bez zarzutow dostawa!",1
Transakcja przebiegła bardzo sprawnie. Bardzo polecam.,1
"Przede wszystkim świetny kontakt ze sklepem. Doradcy bardzo pomocni, zarówno przez email jak i chat online. Szybka wysyłka.
Polecam w 100%!",1
"Bardzo dobry,kontakt telefoniczny bez zastrzeżeń,towar super",1
"Konsultant pomógł mi znaleźć odpowiedni produkt. Obsługa miła, bezproblemowa i szybka. Polecam",1
"Wszystko w najlepszym porzadku. szybka wysyłka, dobra cena . polecam",1
"Duża dostępność produktów różnych priducentów, szybka wysyłka. Korzystam kolejny raz i bardzo polecam.",1
Bardzo szybka realizacja zamówienia i dobre ceny.,1
"Pełen profesjonalizm, szybka realizacja, gorąco polecam.",1
Szybka obsługa polecam ten sklep,1
"Szybki zakup, szybka płatność, szybkie potwierdzenie mailowe, szybka dostawa, oryginalny produkt, bezpiecznie zapakowany. Polecam",1
"Pierwszy raz kupowałem w tym sklepie. Towar dostarczono szybko, solidnie zapakowany, nie mam uwag.",1
"witam
 transakcja przebiegła szybko i prawidłowo i szybko z czego moj klient i ja jestesmy zadowoleni",1
"Profesjonalność, bardzo dobrze zaopatrzony, możliwość szybkiego wyszukiwania i dopasowania części.",1
Bardzo ok. Polecam. Fachowa pomoc telefoniczna przy zakupie plastikowych części do lodówki. Przyszło to co trzeba:),1
Bardzo rzetelny sklep .Jestem bardzo zadowolony i mogę z całą odpowiedzialnością polecić ten sklep każdemu .,1
"Bardzo dobry sklep, praktycznie każdą część do AGD można dostać.",1
Szybka odpowiedź na pytanie przed złożeniem zamówienia.,1
"Czytelna strona, szybka realizacja zamówienia, miła obsługa na infolini, duża ilość asortymentu nawet do starych modeli.
Polecam w 100%",1
Zamówienie dotarło szybko i bez komplikacji.,1
"Szybko, bezproblemowo, polecam!",1
"Łatwość w typowaniu części, towar dostępny na półce oraz bardzo szybka dostawa. Gorąco polecam sklep.",1
"Sprawnie, szybko, bezproblemowo.",1
Świetny sklep z ogromnym asortymentem i przede wszystkim  profesjonalną obsługa klienta na najwyższym poziomie. Gorąco polecam,1
Wygodna i przejrzysta strona sklepu.  Łatwe zakupy.,1
otrzymałem to co zamówiłem w 3 dni,1
"Szybka obsluga, natychmiastowa wysylka, polecam.",1
Zakup przebiegł niezwykle sprawnie. Jestem pod wrażeniem,1
"Bardzo dobra obsługa, szybka realizacja, gorąco polecam ,nie szukajcie innych dostawców.",1
Jak na razie rewelacja. Nie mam zastrzeżeń.,1
"Wszystko super - trzeci zakup części wszystko pasuje , jak w opisie",1
"Warto kupować. Dziś zamawiasz - jutro masz. Bezbłędnie!!!!
Sklep godny polecenia",1
Bardzo dobry kontakt mailowy. Błyskawicznie ustaliłam na podstawie schematu interesującą mnie część i w bardzo krótkim czasie ją otrzymałam. Bardzo polecam ten sklep!,1
"szybka realizacja, dobry kontakt ze sprzedającym",1
"Szybko, sprawnie, profesjonalnie.",1
"Polecam sklep.Transakcja przebiegła bez problemów,profesjonalnie,towar zgodny z opisem, świetnie zapakowany, by nie doszło do uszkodzeń w transporcie.",1
"Ilekroć potrzebuję części do sprzętu AGD to szukam i znajduję na north.pl. Szybka dostawa, jak na razie problemów nie miałem.",1
SZYBKA REALIZACJA ZAMÓWIENIA ZGODNEGO Z OPISEM I ZDJĘCIEM,1
"Zamówienie zrealizowane błyskawicznie. Klient jest informowany na bieżąco o statusie swojego zamówienia. Szybko, sprawnie i profesjonalnie. Polecam",1
Wszystko w porządku godni polecenia,1
Przejrzysta i wygodna strona sklepu Polecam!!!,1
Towar zgodny z opisem i dobrze zapakowany.Wysyłka Expresowa POLECAM ;-),1
Kompetentna i pomocna obsługa. Produkt oryginalny. Moja zmywarka dostała drugie życie.,1
Szybka wysyłka towar pierwsza klasa lecz cena kuriera kosmiczna 20 zł za parę szczotek,1
Bardzo dobra. Pełen profesjonalizm.,1
"Szybka, rzetelna, profesjonalna obsługa.",1
"Mieli części, które były mi potrzebne. Na ich stronie było sporo informacji na temat tych części. W razie, gdyby części byly wadliwe oferują możliwość zwrotu. Super!",1
"Bardzo pomocna obsługa, szybka realizacja i bardzo dobra cena.
Polecam wszystkim",1
Bezproblemowo. Super sprzedawca.,1
"Bardzo sprawna obsługa, szybki, bezproblemowy kontakt i profesjonalne załatwienie tematu.",1
Zamówienie i transakkcja przebiegła bez żadnego problemu.,1
"fachowo,krótko i na temat, wygląda na to ,że nie ma rzeczy niemożliwych/jak dotąd/.Pozdrawiam",1
bardzo szybka i konkretna obsługa.polecam .,1
Profesjonalizm najwyższych lotów! Polecam!!!,1
produkt zgodny z zamówieniem. Dostawa szybka i sprawna. Polecam,1
Sklep nastawiony na Klienta. Reklamacje załatwiane od ręki i bez problemów. Świetny kontakt z punktem obsługi Klienta. Gorąco polecam.,1
"Wszystko świetnie. Szybko, sprawnie.",1
"Szybko, sprawnie i dokładnie a do tego fachowa pomoc konsultantów no i konkurencyjne ceny. Polecam",1
Jedyny mankament zamówiona część była uszkodzona i sama reklamacja trwała zbyt długo.,1
Firma- Błyskawica :). Szczerze polecam,1
"Bardzo szybka wysyłka, towar solidnej jakości. Polecam",1
Profesjonalna obsługa. Szybka informacja o zamienniku części i  o wysyłce.,1
szypka dostawa i towar zgodny z zamówienie,1
"Szybko, rzeczowo i solidnie. polecam",1
Dobry opos zgodny z otrzymanym produktem .,1
"Sklep godny polecenia,realizacja zamówienia przebiegła sprawnie i szybko",1
"Wszystko Super ! Towar idealnie dopasowany do modelu pralki. Jak zwykle w tym sklepie.
Ekspresowa dostawa. Jednego dnia zamawiam, drugiego dnia kurier DPD dostarcza część. POLECAM.",1
"szybko, solidnie, dobry kontakt- polecam",1
Transakcja przebiegła pomyślnie. Polecam!!!,1
"Szybko , sprawnie i zgodnie z zamówieniem . Dziękuję i polecam",1
"Duży wybór, produkty niedostępne nigdzie indziej. Szybka i fachowa wysyłka",1
błyskawiczna dostawa super kontakt  polecam w 100%,1
"błyskawiczna realizacja zamówienia,pełen profesjonalizm, polecam",1
"szybko, sprawnie, bezproblemowo",1
"Transakcja przebiegła bardzo sprawnie, produkt zgodny z opisem, polecam.",1
Jestem bardzo zadowolona.Polecam,1
Szybka realizacja zamówienia. Towar zgodny z opisami. Wszystko ok. Bardzo sprawna i pomocna wyszukiwarka,1
Wszystko w najlepszym porządku. Polecam,1
"Witam. To już któreś kolejne moje zamówienie w tym sklepie. Profesjonalnie, sprawnie, terminowo. Polecam.",1
Bardzo szybka wysyłka wręcz expresowa.Towar zgodny z opisem.Polecam.,1
Super sklep. Na pewno  będę  korzyustać.,1
"polecam ten sklep ! przesyłka dotarła bardzo szybko, towar zgodny z zamówieniem.",1
"Profesjonalne podejście do klienta,miła obsługa.POLECAM.",1
"Dziękuje za szybka realizacje zamówienia. 
Zakupiony towar zgodny z opisem, bardzo dobry kontakt i oczywiście szybka wysyłka.
Pozdrawiam",1
"Bardzo profesjonalna obsluga,  zrobili mi element z po za katalogu w bardzo przyzwoitej cenie. Bardzo polecam.",1
Polecam produkt zgodny z opisem,1
Zamówiony towar dostarczono szybko. Towar zgodny z opisem. Wszystko pasuje.,1
"Doskonały sklep. Bardzo dobry kontakt, szybka wysyłka",1
błyskawiczna realizacja zamówienia i - co najważniejsze - cześć do ekspresu pasowała bez zarzutu. Po raz kolejny bardzo gorąco polecam ten sklep internetowy!,1
Transakcja błyskawiczna. Towar w 100% zgodny z opisem.,1
"Profesjonalizm w 100% i nie ma co się rozpisywać, Są godni polecenia.",1
"Raz, dwa i towar u nas. Tanio, miło, fachowo. Polecam.",1
"Sprawny kontakt, fachowa pomoc, błyskawiczny czas realizacji - czego chcieć więcej?",1
Bardzo pozytywnie. Gorąco polecam.,1
Polecam. Dobry kontakt szybka wysyłka.,1
"Wszystko zgodnie z zamówieniem, bardzo szybka dostawa. Polecam ten sklep.",1
"Szybka wysyłka, towar zgodny z opisem, duz plus za wygodna wyszukiwarkę. Polecam.",1
Sprowadzili część. Trwało długo ale się udało.,1
"Intuicyjna nawigacja, czytelne informacje o terminie wysyłki",1
Wszystko szybko i sprawnie.Polecam,1
Polecam gorąco. Szybka przesyłka elegancko zapakowane. Zwrot części tez bez problemu.,1
"Pomimo nie najniższej ceny za produkt, warto polecić sprzedawcę , transakcja przebiegła ok.",1
"Sklep godny polecenia - szybko, sprawnie i bez żadnych przeszkód, towar taki jak w opisie. Polecam.",1
"dostawa terminowa ,polecam sklep",1
Wszystko ok. Dobra kounikacja. Polecam,1
Sklep zdecydowanie godny polecenia.,1
"Wszystko swietnie, znakomity kontakt i obsługa. Polecam.",1
Wszystko zgodnie z opisem. Polecam.,1
Świetny sklep z akcesoriami do każdego sprzętu AGD w rozsądnych cenach.,1
"Świetna obsługa, realizacja zamówienia na najwyższym poziomie polecam!!!",1
"Bardzo pomocny sklep z częściami zamiennymi.
Szybka przesyłka.",1
"Dobry, profesjonalny sklep. Szybko można znaleźć potrzebną część zamienną.",1
Od zamówienia do dostarczenia do domu przesyłki było mniej niż 24 godziny.,1
Profesjonalnie. Szybko. Jestem bardzo zadowolony.,1
"Sklep godny polecenie.
Dobre ceny i szybka wysyłka",1
Ratuja mi tyłek z opresji za każdym razem jak sprzęt zawodzi. Części oryginalne zawsze pasują dzieki czemu omijam drogie serwisy i przymus kupowania kolejnych nowych urządzeń.,1
Po raz drugi jestem zadowolony.,1
Sklep naprawde jest OK. Polecam zakupy,1
"bardzo dobre wsparcie klienta, pełna i jasna informacja o stanie zamówienia, kompetentna obsługa",1
Wszystko poszło szybko i spranie. Polecam,1
"Szybka, bezproblemowa transakcja. Duzy wybor produktow, na stronie dostepne filmiki instruktazowe montazu.",1
"Towar zgodny z opisem, dobrej jakości. Wysyłka ekspresowa. Towar zabezpieczony należycie. Polecam.",1
Wszystko szybko i sprawnie. Zdecydowanie POLECAM !,1
Super sklep. Polecam serdecznie.,1
Kolejny raz się nie zawiodłem. Super szybka wysyłka. Sklep godny polecenia.,1
Jak zawsze pełny profesjonalizm :),1
Zamawialem czesci do ekspresu . Wszystko sprawnie,1
super obsługa i szybka realizacja,1
"Z przyjemnością przyjemnością zapoznałem się  z kompletnością Waszej oferty. Przez wiele lat nie potrafiłem zakupić jednego z pokręteł do kuchenki Amiki.
. Przyjemne ""rozczarowanie""",1
"Obsługa w sklepie : Solidna, szybka i sprawna.",1
"Super kontakt, doradztwo na Chat. Bardzo miła obsługa i kompetentni ludzie. Bardzo szybka realizacja zamówienia.",1
"Szybko,sprawnie,profesjonalnie.TAK TRZYMAĆ!",1
Godny polecenia sklep. Szybka dostawa. 100% zgodności z opisem produktu,1
"Bardzo dobry kontakt, niespotykanie szybka wysyłka, na drugi dzień u mnie mimo, że mieszkam poza miastem",1
Zamówienie przyjęto szybko i sprawnie.,1
Sklep super. Dobrze zalatwiona sprawa łącznie z wymianą wcześniej kupionej ale nie pasującą końcówki do blendera.Polecam fachowa obsługa.,1
"Ten sklep ma części do wszystkiego - kibel, lodówka, pilot do amplitunera. Wysyłka na czas, zero problemów.",1
"Często kupuję w sklepach internetowych, ale nieczęsto spotykam się z takim Profesjonalizmem.
Polecam wszystkim ten sklep.",1
"Bardzo dobry sklep z czesciami zamiennymi. Mozna kupic prawie wszystko w duzo nizszych cenach niz w sklepach stacjonarnych.
Polecam",1
"Super sklep, można znaleźć właściwie wszystko co może być potrzebne przy drobnych pracach i naprawach AGD w domu. Ekspresowa dostawa, produkt w 100% doskonały.",1
polecam zakupy bardzo duży asortyment,1
Transakcja i zakup przebiegły pomyślnie jednym słowem wszystko ok,1
"Bardzo pomocna obsługa on-line, rekordowo szybka realizacja zamówienia - 24 h po złożeniu zamówienia, przesyłka była u mnie!",1
bardzo profesjonalna i szybka realizacja zamowienia - gorąco polecam,1
Wszystko przebiegło zgodnie z planem. Polecam sklep.,1
"wspaniały serwis, szybkość reakcji godna podziwu",1
"szybka reakcja, towar zgodny z zamówieniem",1
Bardzo fajny sklep. Łatwy w obsłudze.,1
Super sklep. Pełen profesjonalizm.,1
Profesjonalnie i szybko. Polecam,1
Bardzo szybka i dobra obsługa wysyłka również szybka :),1
"Super sklep, bardzo dobry kontakt, szybka realizacji zamówienia, towar zgodny z opisem. POLECAM",1
"Super sklep i świetna wyszukiwarka, która pozwala odnaleźć się zwykłemu użytkownikowi w gąszczu oznaczeń części zamiennych.",1
Towar przyszedł szybko i taki jak potrzebowałem,1
Bardzo profesjonalna obsługa.Polecam.,1
"Wszystko w porządku, przesyłka zgodnie z informacją ze sklepu, towar zgodny z opisem, bardzo dobrze zabezpieczony.",1
"Szybko, towar zgodny z zamówieniem.",1
"SPRAWNIE, PRZED  DEKLAROWANYM TERMINEM, ZGODNIE  Z  ZAMÓWIENIEM.
POLECAM.",1
"Sklep OK, tylko porada Pani Kasi jak zmienić grzałkę w kuchence dotyczy innej kuchenki i bardzo się różni, ale jakoś dałem radę",1
"Duży wybór części zamiennych. Szybka wysyłka, towar starannie zapakowany.",1
Błyskawiczna realizacja zamówienia,1
"Wszystko ok, sklep godny polecenia, szeroki wybór, towar bardzo dobrze opisany.",1
Zamówienie zrealizowane bardzo szybko,1
Wszystko w jak najlepszym porządku.,1
"Miła obsługa i szybka realizacja zamówienia, polecam",1
"Szybko,konkretnie,profesjonalnie,towar zgodny z zamówieniem.",1
Naprawdę dobrze prosperujący sklep. Zamiast 2000 na nową pralkę naprawiłem ją sam wymieniając stare części na nowo zakupione w tym sklepie.,1
"Gorąco polecam, błyskawiczna i kompetentna obsługa i jeszcze szybsza dostawa. Dziękuję:)",1
"Sklep doskonale realizuje swoje zadania.
Polecam. 
Jan",1
Szybka reakcja na meila i potwierdzenie zgodnie z zamówieniem,1
Żadnych negatywnych uwag-wszystko OK.,1
Wszystko zgodnie z zamowieniem.,1
Dziękuję za mega szybką dostawę!,1
Wszystko ok szybka wysyłka towar zgodny z opisem . Polecam,1
Produkty oferowane w dobrej cenie i zgodne z opisem. Wart polecenia.,1
Solidny i odpowiedzialny sprzedawca. Klient jest informowany na bieżąco o każdej zmianie statusu. Widać i czuć troskę o klienta.,1
Jednym słowem pełny profesjonalizm. Polecam.,1
szybki kontakt i fachowa obsługa .polecam,1
Jestem zadowolona z zakupu uszczelki do kuchenki Amica - założyłam ją samodzielnie wg wskazówek na filmiku w sklepie  north.,1
"Duży wybór, Szybka realizacja, Pomocni konsultanci. Polecam sklep.",1
"Bardzo czytelny i przejrzysty sklep. Świetny kontakt, błyskawiczna wysyłka. Transakcja przebiegła idealnie, polecam.",1
"Szybko i uprzejmie, a część zamienna nie była łatwa do zidentyfikowania. Dziękuję.",1
"Jak najbardziej polecam. Profesjonalne podejście do klienta, wysyłka expresowa. Jeden z najlepszych sklepów internetowych na jaki trafiłam :)",1
Wiarygodny sklep sprzedający towar  w nie najniższych cenach ale jest to rekompensowane przez błyskawiczną dostawę,1
"Błyskawiczna realizacja, towar bez zarzutu, bardzo dobrze zabezpieczony. Sklep godny polecenia.",1
"Wysyłka ekspresowa , produkty odpowiednio zapakowane. Polecam",1
Transakcja sprawnie bez zastrzeżeń z pełną kontrolą procesu. Towar zgodny z zamówieniem w idealnym stanie.,1
Polecam. Wszystko zgodnie z opisem.,1
"Polecam tego sprzedającego, dobry kontakt, błyskawiczna przesyłka",1
Towar zgodny z opisem. Jestem bohaterem w swoim domu.,1
"Zrobiłam pierwszy zakup w tym sklepie,mogę powiedzieć że nie mam zastrzeżeń ",1
Bardzo dobra i miła obsługa klienta.,1
Kolejne zakupy i poraz kolejny wszystko w porządku.,1
"Wszystko w jak najlepszym porządku,kontakt bardzo dobry,potrafią doradzić,nic więcej nie trzeba i ceny te w normie,polecam.",1
"Szybko, sprawnie, zgodnie z zamówieniem. Polecam.",1
"Super, z dużą przyjemnością polecam tą firmę.",1
Szybko sprawnie bezproblemowo!!!!,1
"Wszystko super,sprawnie, fachowo-polecam!",1
w związku z moim zakupem nie mam żadnych zastrzeżeń,1
Pełny profesjonalizm. Szybka realizacja.,1
Transakcja przebiegła pomyślnie. Polecam,1
"Zakupy udane polecam ten sklep.
pozdrawiam",1
"Polecam w  stu procentach. Jestem bardzo zadowolony z obsługi, dostawy oraz towaru.",1
Bardzo dobry sklep.Nie mam uwag. Polecam.,1
Szybko i sprawnie... Miła obsługa i chętnie pomogą w rozwiązaniu problemu.,1
"Bardzo pozytywnie. Ceny konkurencyjne, towar dostarczony w terminie. Wszystko OK.",1
"Szybka profesjonalna obsługa, Kontakt telefoniczny przy wyjaśnianiu wątpliwości również ok.",1
"Szybka profesjonalna obsługa, Kontakt telefoniczny przy wyjaśnianiu wątpliwości również ok.",1
"Zawsze gdy potrzebuję części do sprzętu AGD zaglądam do tego sklepu. Tak mi sie udało naprawić odkurzacz i pralkę.
Dodatkowo mają filmiki instruktażowe.

POLECAM",1
"Bardzo profesjonalna obsługa, dobry kontakt. 
Polecam",1
"Bardzo profesjonalna obsługa, dobry kontakt. 
Polecam",1
"Bardzo profesjonalna obsługa, dobry kontakt. 
Polecam",1
"Szybka realizacja, dobry kontakt.",1
"Bardzo dobry kontakt, konsultanci bardzo uprzejmi i pomocni",1
Rewelacyjna obsługa. Towar zgodny z zamówieniem. Szybka wysyłka . Polecam,1
"Polecam, szybka i fachowa obsługa.",1
Polecam! Duży wybór części AGD w przyzwoitych cenach.,1
po pierwszym kontakcie oceniam wysoko,1
Szybsza dostawa niż   proponowana przez sklep. Towar super zapakowany. Polecam,1
Bardzo bogaty wybór części zamiennych AGD,1
Polecam. Bardo sprawnie i szybko.,1
"Szybka, sprawna transakcja. Najlepiej i najbezpieczniej zapakowany towar ever :)",1
"Super sklep mają wszystko i jeszcze więcej czasem czas oczekiwania wydłużony ale jestem zadowolony, że w ogóle udało mi się zdobyć część (nikt inny w Polsce tego nie miał).",1
"Pierwsze zamówienie - info na stronie, powiadomienia mailowe i sama dostawa (2 dni) OK.",1
"Pierwsze zamówienie - info na stronie, powiadomienia mailowe i sama dostawa (2 dni) OK.",1
"Jestem bardzo zadowolona z zakupu.
polecam sklep.",1
Wszystko super. Tak dobrze zapakowanej przesyłki jeszcze nie widziałem. Dziękuję!,1
Wszystkie procedury załatwione sprawnie,1
"Wszystko w porządku, solidny sprzedawca a towar zgodny z opisem. Są to nie pierwsze zakupy u tego sprzedawcy i na pewno nie ostatnie.",1
"Profesjonalna obsługa, szybka wysyłka, polecam wszystkim.",1
"Bardzo profesjonalny sklep, szybka realizacja zamówienia, duży wybór potrzebnych elementówdo agd, polecam.",1
"Półeczki do lodówki Dometic dotarły do mnie bardzo dobrze zapakowane. O terminach nie bede pisał ponieważ tower był na zamówienie. Kontakt ze sklepem mailowy bardzo dobry, Polecam.",1
Sklep jest OK. towar zgodnie  zamówieniem. Krótki czas  od zamówienia do wysyłki.Gorąco polecam,1
Wszystko poszło szybko i sprawnie.,1
"duzy wybór części ,z szybka dostawa",1
"Wszystko bardzo sprawnie, poprawnie i rzetelnie.",1
"Polecam ! Szybko, sprawnie i bezproblemowo",1
Wysyłka ok jakość produktu  kiepska,3
wszystko na najwyższym poziomie,1
Szybko i profesjonalnie. A co najważniejsze lodówka działa. ;-),1
Zakupy zawsze przebiegają pomyślnie .Szybka obsługa i wysyłka natychmiastowa.,1
Profesjonalny sklep takie zakupy to przyjemnosc polecam,1
Przesylka blskawiczna. Polecam serdecznie,1
"Sklep OK. Trochę długi termin realizacji, ale ujdzie.",1
"Super obsługa, szybka dostawa. Przesyłka bardzo dobrze zapakowana. Polecam",1
"Praca sklepu, w moim przypadku, znakomita, aż trudno uwierzyć, Ze sprawę można załatwić w tak szybkim tempie.",1
Jak najbardziej pozytywnie. Po raz kolejny dokonywałam zakupów w tym sklepie i wszystko ok.,1
"Dziękuję, wszystko odbyło się profesjonalnie. Odpowiedź techniczna jasna i rzetelna.",1
"Super kontakt--fachowe doradztwo,natychmiastowa wysyłka.Gorąco polecam.",1
"Bardzo szybka obsługa, towar zgodny z opisem. Polecam.",1
Duży wybór i dobre ceny polecam,1
Szybki i bezproblemowy kontakt z firmą.,1
Polecam wszystkim ... szybko i sprawnie,1
Zamówienie zrealizowane w bardzo krótkim czasie żeby nie dodać - ekspresowo. Szacunek dla operatywności zespołu pracującego w Firmie.,1
Strona czytelna jednak mała uwaga przy zakupie prowadnic dla laika jakim jestem przydałyby się podane długości. Przesyłka ekspresowa bez żadnych problemów. Towar starannie zapakowany.,1
"Polecam
Szybka realizacja miła obsługa!!",1
"Sklep godny polecenia ,szybko zgodnie  z zamówienim .",1
"Szybko , sprawnie , profesjonalnie.Gorąco Polecam !!!!",1
100 %  Profesjonalizmu. Polecam.,1
"Błyskawiczna przesyłka, towar zgodny z opisem",1
Wszystko w należytym porządku. Zadowolony,1
"szybka dostawa sprzęt oryginalny wg oferty polecam
Maria Rejzner",1
"To moje pierwsze zamówienie w firmie North.
Zamówienie złożyłem około godz 15 i następnego dnia
przesyłka została dostarczona.
Polecam.",1
firma  godna polecenia. pełen profesjonalizm! polcam,1
Wszystko szybko sprawnie bez problemu i zgodnie z opisem. Polecam,1
Fachowa pomoc w wyborze części zamiennych. Sprawna i bardzo szybka wysyłka towaru.,1
"Sprawna realizacja transakcji, dobry kontakt. OPINIA POZYTYWNA.",1
"Polecam sklep, bardzo szybka przesyłka, jak miałam pytanie odnośnie części to otrzymałam szybką odpowiedź.",1
"Towar dostarczony następnego dnia po dokonaniu zamówienia, w pełni zgodny z opisem, rewelacyjny stosunek jakości do ceny.polecam przesyłka solidnie zabezpieczona",1
"W prosty sposób udało mi sie wyszukać potrzebną cześć urządzenia AGD, która pasowała bez zarzutu. Ekspresowe tempo wysyłki. Towar bardzo dobrze zabezpieczony.",1
"Polecam.
Szybko zamawiam, szybko dostarczają I szybko kaskę mają.
A ja zadowolony!",1
"Niezwykle rzetelna, kulturalna obsługa i pomoc w zakupach.",1
"Szybko i sprawnie wysłane towar zgodny z opisem ,tylko cena towaru trochę za wysoka .Polecam",1
"Szybko i sprawnie wysłane towar zgodny z opisem ,tylko cena towaru trochę za wysoka .Polecam",1
"SZEROKI ASORTYMENT , DOBRY WYBÓR WSZYSTKO MAJĄ OD RĘKI ...!",1
Super szybka dostawans.  Towar zgodny z opisem. Pralka już działa,1
"Sklep profesjonalny ,szybka wysyłka wszystko ok.",1
"Ekspresowa wysyłka, towar zgodny z zamówieniem. Wszystko w najlepszym porządku.",1
Fachowe i rzetelne podejście do klienta. Szybki termin realizacji. Polecam.,1
Bardzo dobry sklep. Szybka dostawa. Bez zastrzeżeń.,1
transakcja przebiegła szybko i sprawnie,1
Dobry kontakt. Szybka wysyłka. Kontrahent godny polecenia.,1
Bardzo szybka realizacja zamówienia. Towar zgodny z zamówieniem. Bez zastrzeżeń,1
"Towar zgodny z opisem . Bardzo szybka wysyłka. Miła obsługa.
Dziękuję i pozdrawiam. :)",1
"Proste złożenia zamówienia, bardzo szybka dostawa. Wszystko
super.",1
"Wszystko jak należy szybka wysyłka ,dobry kontakt i szybka odpowiedz jak i towar zgodny",1
"Transakcja przebiegła znakomicie,polecam ten sklep",1
"Szybka dostawa, duży wybór części i podzespołów.",1
Wszystko szybko i tak jak w opisie.,1
Tak powinien dzialac internetowy sklep. Szybko intuicyjnie. Kompetentne calk center.,1
Bardzo sprawna i szybka obsługa. Polecam.,1
"Szybko i solidnie ,brak jakichkolwiek uwag.Polecam!!!!",1
"Szybko i solidnie ,brak jakichkolwiek uwag.Polecam!!!!",1
"Profesjonalna obsługa ,doradzili jak miałem problem.Godny polecenia.",1
"Sklep godny polecenia. Szybka realizacja zamówienia, części zgodne z opisem i przeznaczeniem.",1
"polecam sklep. transakcja pomyślana, komunikacja dobra",1
"Uprzejma, profesjonalna porada, szybka i rzetelna realizacja zamówienia. Dziękuję.",1
Wszystko Ok. Towar zgodny z opisem. Polecam,1
Wiarygodny Sprzedawca - zwrot pieniędzy w ciągu 3 dni od reklamacji.,1
"Ekspresowa realizacja zamówienia, towar oryginalny działa bez zarzutu. Polecam",1
Wszystko ok sprawnie szybko bez problemów .Polecam.,1
paczka przyszła szybko towar ten co mial byc,1
"Szybko, sprawnie i bez problemów",1
"Rewelacja,  z tak błyskawiczną obsługą jeszcze się nie spotkałam.",1
Profesjonalna i szybka obsługa. Duży wybór towarów. Polecam!,1
Dobrze zorganizowany goadny polecenia,1
Wszystko w jak najlepszym porządku . Uchwyty do drzwi lodówki idealne. Nie zgadzał się jedynie kolor. ale przeżyłem.,1
Bardzo łatwe wyszukiwanie części w sklepie.,1
Zakup i przesyłka zrealizowane dobra jakość. Polecam!,1
Zakup i przesyłka zrealizowane sprawnie i szybko. Polecam !,1
Szybka wysyłka.Sprawna obsługa. Polecam,1
Wszystko w najlepszym porządku. Filmy instruktażowe rewelacyjne. Za ich pomocą poradziłem sobie bez fachowca z wymianą termostatu. Serdecznie polecam!!!,1
"Czytelny interfejs, zdjęcia produktów bardzo pomocne, dostawa godnie z oczekiwaniami.",1
"Czytelny interfejs, zdjęcia produktów bardzo pomocne, dostawa godnie z oczekiwaniami.",1
Wszystko w jak najlepszym porządku. Polecam w 101%,1
Mają co potrzebujesz do naprawy np.agd w dobrych cenach.,1
"Jak najbardziej polecam, szybka, fachowa pomoc na czacie, ekspresowa wysyłka, towar zgodny z zamówieniem.
POLECAM!",1
Bardzo dobry i rzetelny sklep .Polecam.,1
Profesjonalna obsługa. Szybka realizacja zamówień. Duży wybór części różnych marek. Polecam,1
"Bezproblemowy zakup części zamiennej do sprzętu agd - jeśli coś się popsuje nie trzeba szukać części do naprawy, lecz od razu można tutaj kupić.",1
"Rzeczowa pomoc przed zakupem, bezproblemowa transakcja i szybka dostawa. Zamówiony materiał solidnie zapakowany. Polecam.",1
"polecam wszystkim , super sklep",1
"Szybka przesyłka , dobry kontakt. Polecam!",1
Szybka i sprawna sprzedaż.Towar zgodny z zamówieniem. POLECAM!,1
"Wszystko w najlepszym porządku, sprawnie terminowo, bez zbędnych pytań.",1
Sklep godny polecenia.Zamówienie i realizacja bez żadnych problemów.,1
Sklep godny polecenia.Szybka i bardzo dobra obsługa.Polecam.,1
"Towar zgodny z opisem, nie ma problemu z dobraniem części pod dany model ekspresu. Szybko i sprawnie robi się zakupy! POLECAM- sama kupuję tylko w NORTH :)",1
"Szybka wysyłka, bezproblemowy kontakt.",1
Znalazłem i kupiłem wszystko co potrzebowałem.,1
"Doskonały kontakt, błyskawiczna przesyłka.",1
"Bardzo dobry kontakt, błyskawiczna realizacja zamówienia.",1
jestem bardzo zadowolona z bardzo szybkiej i właściwej dostawy,1
